-5.8803,1,$area=all_all
-6.24261,1,$area=all_all
-6.62958,1,$area=all_all
-8.03727,1,$area=all_all
-7.53079,0.602616,$area=all_all
-7.71188,1,$area=all_all
-7.42299,0.749095,$area=all_all
-7.79099,1,$area=all_all
-7.99984,1,$area=all_all
-7.11591,0.413155,$area=all_all
-7.12063,1,$area=all_all
-6.44828,0.510508,$area=all_all
-6.12902,0.726687,$area=all_all
-6.38472,1,$area=all_all
-7.05205,1,$area=all_intens
-6.33919,0.490238,$area=all_intens
-7.44726,1,$area=all_intens
-7.60175,1,$area=all_intens
-7.26624,0.714973,$area=all_intens
-3.39446,0.247435,$area=all_intens
-4.19644,1,$area=all_intens
-4.02179,0.839747,$area=all_intens
-4.00735,0.985662,$area=all_intens
-3.92582,0.92171,$area=all_intens
-5.28094,1,$area=all_intens
-5.1383,0.867069,$area=all_intens
-5.85671,1,$area=all_intens
-5.89017,1,$area=all_intens
-5.1572,0.480483,$area=all_intens
-4.12117,0.354857,$area=all_intens
-4.69889,1,$area=all_intens
-6.11266,1,$area=all_intens
-7.14844,1,$area=all_jointIntens
-6.94778,0.818189,$area=all_jointIntens
-6.51983,0.651844,$area=all_jointIntens
-7.16236,1,$area=all_jointIntens
-4.59743,0.823954,$area=all_jointIntens
-4.43934,0.853772,$area=all_jointIntens
-3.51829,0.398103,$area=all_jointIntens
-4.36288,1,$area=all_jointIntens
-5.12234,1,$area=all_jointIntens
-6.51557,1,$area=all_jointIntens
-6.4521,0.938496,$area=all_jointIntens
-7.94069,1,$area=all_jointIntens
-7.51363,0.652425,$area=all_jointIntens
-7.62188,1,$area=all_jointIntens
-7.75919,1,$area=all_jointIntens
-7.70741,0.949541,$area=all_jointIntens
-6.90389,0.447751,$area=all_jointIntens
-7.30444,1,$area=all_jointIntens
-8.49035,1,$area=all_jointIntens
-8.55559,1,$area=all_jointIntens
-9.44574,1,$area=all_uniformIntens
-10.4378,1,$area=all_uniformIntens
-11.367,1,$area=all_uniformIntens
-12.1143,1,$area=all_uniformIntens
-4.04877,0.476017,$area=all_uniformIntens
-3.91268,0.872771,$area=all_uniformIntens
-4.32313,1,$area=all_uniformIntens
-4.83831,1,$area=all_uniformIntens
-5.5852,1,$area=all_uniformIntens
-5.30524,0.755818,$area=all_uniformIntens
-4.95339,0.703383,$area=all_uniformIntens
-6.03302,1,$area=all_uniformIntens
-4.17149,0.155435,$area=all_uniformIntens
-3.57598,0.551284,$area=all_uniformIntens
-3.78092,1,$area=all_uniformIntens
-4.83573,1,$area=all_uniformIntens
-5.60903,1,$area=all_uniformIntens
-6.42603,1,$area=all_uniformIntens
-6.98824,1,$area=background_all
-7.05524,1,$area=background_all
-8.17261,1,$area=background_all
-9.26595,1,$area=background_all
-9.70472,1,$area=background_all
-5.38668,1,$area=background_all
-5.26681,0.887029,$area=background_all
-5.42197,1,$area=background_all
-5.39117,0.969668,$area=background_all
-5.67069,1,$area=background_all
-5.98832,1,$area=background_all
-5.9414,0.954162,$area=background_all
-6.00018,1,$area=background_all
-5.77928,0.801798,$area=background_all
-5.73008,0.95199,$area=background_all
-5.72013,0.9901,$area=background_all
-5.77325,1,$area=background_all
-5.90228,1,$area=background_all
-6.32422,1,$area=background_all
-6.13647,0.828823,$area=background_all
-6.03153,0.900376,$area=background_all
-5.97636,0.946322,$area=background_all
-6.02153,1,$area=background_intens
-6.04115,1,$area=background_intens
-6.24687,1,$area=background_intens
-6.02243,0.798964,$area=background_intens
-6.06305,1,$area=background_intens
-6.25093,1,$area=background_intens
-4.65339,0.871378,$area=background_intens
-4.66368,1,$area=background_intens
-4.69096,1,$area=background_intens
-4.5702,0.886246,$area=background_intens
-4.48675,0.919935,$area=background_intens
-4.03589,0.637083,$area=background_intens
-4.33236,1,$area=background_intens
-4.67006,1,$area=background_intens
-4.88557,1,$area=background_intens
-5.07147,1,$area=background_intens
-5.25055,1,$area=background_intens
-5.18818,0.93953,$area=background_intens
-5.39436,1,$area=background_intens
-5.51491,1,$area=background_intens
-5.8827,1,$area=background_intens
-5.79764,0.918459,$area=background_intens
-5.80256,1,$area=background_intens
-5.57969,0.800223,$area=background_intens
-5.66771,1,$area=background_jointIntens
-5.60822,0.942249,$area=background_jointIntens
-5.75148,1,$area=background_jointIntens
-5.862,1,$area=background_jointIntens
-5.58036,0.754539,$area=background_jointIntens
-5.46745,0.893232,$area=background_jointIntens
-4.59098,0.818659,$area=background_jointIntens
-5.05609,1,$area=background_jointIntens
-4.71759,0.712837,$area=background_jointIntens
-4.67181,0.955257,$area=background_jointIntens
-4.98713,1,$area=background_jointIntens
-4.29407,0.500043,$area=background_jointIntens
-3.83285,0.630515,$area=background_jointIntens
-4.16983,1,$area=background_jointIntens
-4.21303,1,$area=background_jointIntens
-4.06866,0.86556,$area=background_jointIntens
-4.48407,1,$area=background_jointIntens
-4.608,1,$area=background_jointIntens
-4.2182,0.677196,$area=background_jointIntens
-3.80539,0.661786,$area=background_jointIntens
-3.65806,0.863013,$area=background_jointIntens
-3.69134,1,$area=background_uniformIntens
-3.37366,0.727834,$area=background_uniformIntens
-3.69265,1,$area=background_uniformIntens
-3.49378,0.819657,$area=background_uniformIntens
-3.43024,0.938437,$area=background_uniformIntens
-4.89875,1,$area=background_uniformIntens
-4.83921,0.942194,$area=background_uniformIntens
-5.16675,1,$area=background_uniformIntens
-5.32651,1,$area=background_uniformIntens
-5.48859,1,$area=background_uniformIntens
-5.78339,1,$area=background_uniformIntens
-5.80761,1,$area=background_uniformIntens
-5.60919,0.82002,$area=background_uniformIntens
-6.2885,1,$area=background_uniformIntens
-6.03168,0.773513,$area=background_uniformIntens
-5.61387,0.658487,$area=background_uniformIntens
-6.10252,1,$area=background_uniformIntens
-6.32382,1,$area=background_uniformIntens
-6.72798,1,$area=background_uniformIntens
-7.7873,1,$area=background_uniformIntens
-7.62913,0.853711,$area=foreground_all
-7.59223,0.963765,$area=foreground_all
-7.07715,0.597453,$area=foreground_all
-7.22201,1,$area=foreground_all
-6.51733,0.494268,$area=foreground_all
-4.90631,1,$area=foreground_all
-5.34066,1,$area=foreground_all
-5.43593,1,$area=foreground_all
-5.30902,0.880814,$area=foreground_all
-4.76359,0.579593,$area=foreground_all
-4.81764,1,$area=foreground_all
-5.42324,1,$area=foreground_all
-5.23294,0.826712,$area=foreground_all
-4.89361,0.712241,$area=foreground_all
-5.15371,1,$area=foreground_all
-5.23346,1,$area=foreground_all
-5.4401,1,$area=foreground_all
-5.33435,0.899646,$area=foreground_all
-5.25881,0.927245,$area=foreground_all
-5.86722,1,$area=foreground_all
-5.75705,0.895683,$area=foreground_all
-5.79901,1,$area=foreground_all
-5.87129,1,$area=foreground_all
-5.85757,0.986381,$area=foreground_all
-5.84457,0.987084,$area=foreground_intens
-6.26812,1,$area=foreground_intens
-6.2293,0.961924,$area=foreground_intens
-6.28813,1,$area=foreground_intens
-4.94564,1,$area=foreground_intens
-4.64258,0.738554,$area=foreground_intens
-5.44977,1,$area=foreground_intens
-5.39565,0.947325,$area=foreground_intens
-5.36065,0.965608,$area=foreground_intens
-5.51142,1,$area=foreground_intens
-5.28867,0.800313,$area=foreground_intens
-5.26391,0.975545,$area=foreground_intens
-5.58168,1,$area=foreground_intens
-5.85275,1,$area=foreground_intens
-6.42376,1,$area=foreground_intens
-6.06265,0.696897,$area=foreground_intens
-6.4784,1,$area=foreground_intens
-6.73904,1,$area=foreground_intens
-6.78615,1,$area=foreground_intens
-6.8613,1,$area=foreground_intens
-7.11411,1,$area=foreground_intens
-7.53743,1,$area=foreground_intens
-7.67935,1,$area=foreground_intens
-7.72803,1,$area=foreground_jointIntens
-7.48971,0.787954,$area=foreground_jointIntens
-7.44522,0.956484,$area=foreground_jointIntens
-7.51018,1,$area=foreground_jointIntens
-7.75833,1,$area=foreground_jointIntens
-5.02457,1,$area=foreground_jointIntens
-5.1839,1,$area=foreground_jointIntens
-5.94086,1,$area=foreground_jointIntens
-6.36817,1,$area=foreground_jointIntens
-6.17895,0.82761,$area=foreground_jointIntens
-6.27275,1,$area=foreground_jointIntens
-8.17798,1,$area=foreground_jointIntens
-9.05936,1,$area=foreground_jointIntens
-8.9976,0.940108,$area=foreground_jointIntens
-8.88139,0.890284,$area=foreground_jointIntens
-8.12667,0.470146,$area=foreground_jointIntens
-8.0349,0.912314,$area=foreground_jointIntens
-8.4403,1,$area=foreground_jointIntens
-8.93254,1,$area=foreground_jointIntens
-8.62069,0.732091,$area=foreground_jointIntens
-8.3279,0.746181,$area=foreground_jointIntens
-8.29995,0.972438,$area=foreground_jointIntens
-8.4263,1,$area=foreground_jointIntens
-7.91551,0.600025,$area=foreground_uniformIntens
-8.8663,1,$area=foreground_uniformIntens
-4.37451,0.659309,$area=foreground_uniformIntens
-4.65839,1,$area=foreground_uniformIntens
-4.37451,0.752853,$area=foreground_uniformIntens
-4.37451,1,$area=foreground_uniformIntens
-4.37451,1,$area=foreground_uniformIntens
-4.37451,1,$area=foreground_uniformIntens
-5.48084,1,$area=foreground_uniformIntens
-4.37451,0.33077,$area=foreground_uniformIntens
-4.54631,1,$area=foreground_uniformIntens
-4.37451,0.842142,$area=foreground_uniformIntens
-4.37451,1,$area=foreground_uniformIntens
-4.37451,1,$area=foreground_uniformIntens
-4.37451,1,$area=foreground_uniformIntens
-5.47451,1,$area=foreground_uniformIntens
-5.01971,0.634576,$area=foreground_uniformIntens
-6.57568,1,$area=foreground_uniformIntens
-7.576,1,$area=foreground_uniformIntens
-7.6104,1,$area=foreground_uniformIntens
-7.58946,0.979275,$area=foreground_uniformIntens
-4.94143,1,$area=foreground_uniformIntens
-4.81381,0.88019,$area=foreground_uniformIntens
-4.51653,0.742836,$system=counter_all
-4.37522,0.868219,$system=counter_all
-4.44203,1,$system=counter_all
-4.21408,0.796171,$system=counter_all
-4.43312,1,$system=counter_all
-4.38872,0.956569,$system=counter_all
-4.4266,1,$system=counter_all
-4.60915,1,$system=counter_all
-4.4289,0.835064,$system=counter_all
-4.55675,1,$system=counter_all
-4.74572,1,$system=counter_all
-4.77817,1,$system=counter_all
-4.98333,1,$system=counter_all
-4.89888,0.919021,$system=counter_all
-5.06631,1,$system=counter_all
-5.2032,1,$system=counter_all
-5.14248,0.941086,$system=counter_all
-5.12977,0.987376,$system=counter_all
-5.13019,1,$system=counter_all
-5.13252,1,$system=counter_all
-4.90977,1,$system=counter_all
-4.55215,0.699342,$system=counter_all
-4.62274,1,$system=counter_intens
-4.49263,0.877997,$system=counter_intens
-4.41349,0.923914,$system=counter_intens
-4.53136,1,$system=counter_intens
-4.5458,1,$system=counter_intens
-4.71392,1,$system=counter_intens
-4.61145,0.902605,$system=counter_intens
-4.51106,0.904486,$system=counter_intens
-4.73243,1,$system=counter_intens
-4.94479,1,$system=counter_intens
-4.66564,0.756426,$system=counter_intens
-5.09714,1,$system=counter_intens
-5.3865,1,$system=counter_intens
-5.12143,0.767152,$system=counter_intens
-5.4116,1,$system=counter_intens
-5.51288,1,$system=counter_intens
-5.54395,1,$system=counter_intens
-5.63004,1,$system=counter_intens
-5.63741,1,$system=counter_intens
-5.49063,0.863483,$system=counter_intens
-5.56092,1,$system=counter_intens
-5.6977,1,$system=counter_intens
-5.74504,1,$system=counter_intens
-5.68229,0.939182,$system=counter_intens
-5.68131,0.999017,$system=counter_jointIntens
-5.87426,1,$system=counter_jointIntens
-5.62364,0.778318,$system=counter_jointIntens
-5.10331,0.594324,$system=counter_jointIntens
-4.73834,0.694223,$system=counter_jointIntens
-4.89673,1,$system=counter_jointIntens
-4.85764,0.961664,$system=counter_jointIntens
-4.71659,0.868443,$system=counter_jointIntens
-5.00064,1,$system=counter_jointIntens
-4.16706,0.434491,$system=counter_jointIntens
-4.25666,1,$system=counter_jointIntens
-4.76616,1,$system=counter_jointIntens
-5.28618,1,$system=counter_jointIntens
-5.41542,1,$system=counter_jointIntens
-5.92968,1,$system=counter_jointIntens
-6.25792,1,$system=counter_jointIntens
-6.41313,1,$system=counter_jointIntens
-5.66821,0.474771,$system=counter_jointIntens
-6.06467,1,$system=counter_jointIntens
-5.89275,0.84205,$system=counter_jointIntens
-6.02132,1,$system=counter_jointIntens
-6.44656,1,$system=counter_jointIntens
-4.57046,0.802033,$system=counter_uniformIntens
-5.41247,1,$system=counter_uniformIntens
-5.46907,1,$system=counter_uniformIntens
-5.48006,1,$system=counter_uniformIntens
-4.96968,0.600265,$system=counter_uniformIntens
-5.04346,1,$system=counter_uniformIntens
-5.30796,1,$system=counter_uniformIntens
-5.45568,1,$system=counter_uniformIntens
-5.74587,1,$system=counter_uniformIntens
-5.74927,1,$system=counter_uniformIntens
-6.00607,1,$system=counter_uniformIntens
-6.1133,1,$system=counter_uniformIntens
-6.20759,1,$system=counter_uniformIntens
-5.64613,0.570371,$system=counter_uniformIntens
-5.44046,0.814106,$system=counter_uniformIntens
-5.66834,1,$system=counter_uniformIntens
-5.91192,1,$system=counter_uniformIntens
-5.4883,0.654677,$system=counter_uniformIntens
-5.56722,1,$system=counter_uniformIntens
-5.92068,1,$system=counter_uniformIntens
-4.73704,0.947408,$system=counter_uniformIntens
-4.725,0.98803,$system=counter_uniformIntens
-4.725,1,$system=eye_all
-4.725,1,$system=eye_all
-4.725,1,$system=eye_all
-4.725,1,$system=eye_all
-4.7299,1,$system=eye_all
-4.725,0.995116,$system=eye_all
-4.725,1,$system=eye_all
-4.725,1,$system=eye_all
-4.76896,1,$system=eye_all
-4.73019,0.961974,$system=eye_all
-4.725,0.994827,$system=eye_all
-4.75292,1,$system=eye_all
-4.78292,1,$system=eye_all
-4.725,0.943729,$system=eye_all
-4.725,1,$system=eye_all
-4.75485,1,$system=eye_all
-4.75289,0.998046,$system=eye_all
-4.725,0.972492,$system=eye_all
-4.725,1,$system=eye_all
-4.76611,1,$system=eye_all
-4.77524,1,$system=eye_all
-4.73678,0.962267,$system=eye_all
-4.725,0.988294,$system=eye_all
-4.725,0.936068,$system=eye_all
-4.725,1,$system=eye_intens
-4.725,1,$system=eye_intens
-4.72619,1,$system=eye_intens
-4.76745,1,$system=eye_intens
-4.74322,0.976062,$system=eye_intens
-4.81557,1,$system=eye_intens
-4.8707,1,$system=eye_intens
-4.88112,1,$system=eye_intens
-4.93077,1,$system=eye_intens
-4.86343,0.934876,$system=eye_intens
-4.8817,1,$system=eye_intens
-4.90296,1,$system=eye_intens
-4.88425,0.981472,$system=eye_intens
-4.89543,1,$system=eye_intens
-4.91931,1,$system=eye_intens
-4.90882,0.989573,$system=eye_intens
-4.9365,1,$system=eye_intens
-4.94406,1,$system=eye_intens
-4.97883,1,$system=eye_intens
-4.98953,1,$system=eye_intens
-4.92454,0.937078,$system=eye_intens
-4.99614,1,$system=eye_intens
-4.94819,0.953175,$system=eye_intens
-4.91576,0.968093,$system=eye_intens
-4.725,0.936068,$system=eye_intens
-4.725,1,$system=eye_jointIntens
-4.725,1,$system=eye_jointIntens
-4.73553,1,$system=eye_jointIntens
-4.725,0.989525,$system=eye_jointIntens
-4.725,1,$system=eye_jointIntens
-4.73857,1,$system=eye_jointIntens
-4.725,0.986522,$system=eye_jointIntens
-4.725,1,$system=eye_jointIntens
-4.725,1,$system=eye_jointIntens
-4.725,1,$system=eye_jointIntens
-4.725,1,$system=eye_jointIntens
-4.725,1,$system=eye_jointIntens
-4.725,1,$system=eye_jointIntens
-4.725,1,$system=eye_jointIntens
-4.725,1,$system=eye_jointIntens
-4.725,1,$system=eye_jointIntens
-4.725,1,$system=eye_jointIntens
-4.82011,1,$system=eye_jointIntens
-4.84157,1,$system=eye_jointIntens
-4.80686,0.965886,$system=eye_jointIntens
-4.82528,1,$system=eye_jointIntens
-4.7643,0.940843,$system=eye_jointIntens
-4.725,0.961466,$system=eye_jointIntens
-4.725,1,$system=eye_jointIntens
-4.7734,0.982489,$system=eye_jointIntens
-4.80971,1,$system=eye_uniformIntens
-4.86183,1,$system=eye_uniformIntens
-4.79695,0.937183,$system=eye_uniformIntens
-4.75962,0.963351,$system=eye_uniformIntens
-4.80531,1,$system=eye_uniformIntens
-4.85036,1,$system=eye_uniformIntens
-4.91492,1,$system=eye_uniformIntens
-4.95611,1,$system=eye_uniformIntens
-4.93252,0.976689,$system=eye_uniformIntens
-4.94949,1,$system=eye_uniformIntens
-4.94765,0.998159,$system=eye_uniformIntens
-4.99878,1,$system=eye_uniformIntens
-5.04048,1,$system=eye_uniformIntens
-5.06905,1,$system=eye_uniformIntens
-5.11269,1,$system=eye_uniformIntens
-5.12431,1,$system=eye_uniformIntens
-5.11721,0.992921,$system=eye_uniformIntens
-5.08781,0.97103,$system=eye_uniformIntens
-5.05263,0.965434,$system=eye_uniformIntens
-4.99712,0.945996,$system=eye_uniformIntens
-4.9628,0.966268,$system=eye_uniformIntens
-4.94911,0.986405,$system=eye_uniformIntens
-4.9676,1,$system=eye_uniformIntens
-4.93721,0.970067,$system=eye_uniformIntens
-5.00654,1,$system=eye_uniformIntens
-4.79635,0.810429,$system=fill_all
-4.78633,0.990022,$system=fill_all
-4.82954,1,$system=fill_all
-4.87188,1,$system=fill_all
-5.16113,1,$system=fill_all
-5.12658,0.966042,$system=fill_all
-5.22777,1,$system=fill_all
-5.09596,0.876513,$system=fill_all
-5.05733,0.962104,$system=fill_all
-5.12061,1,$system=fill_all
-4.97581,0.865191,$system=fill_all
-4.5769,0.671052,$system=fill_all
